content_id,miro_item_id,frame_code,item_type,x,y,width,height,parent_frame_id,status,last_updated,notes
"F04-L08-LABEL","3458764682843411929","F04","rect","80","1892","320","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-L09-LABEL","3458764682843411930","F04","rect","80","2128","320","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-L10-LABEL","3458764682843411931","F04","rect","80","2364","320","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-L11-LABEL","3458764682843411932","F04","rect","80","2600","320","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L01","3458764682843411933","F04","rect","440","240","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L02","3458764682843411934","F04","rect","440","476","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L03","3458764682843411935","F04","rect","440","712","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L04","3458764682843411936","F04","rect","440","948","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L05","3458764682843411937","F04","rect","440","1184","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L06","3458764682843411938","F04","rect","440","1420","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L07","3458764682843411939","F04","rect","440","1656","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L08","3458764682843411941","F04","rect","440","1892","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L09","3458764682843411943","F04","rect","440","2128","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L10","3458764682843411944","F04","rect","440","2364","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C1-L11","3458764682843411945","F04","rect","440","2600","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L01","3458764682843411946","F04","rect","804","240","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L02","3458764682843411947","F04","rect","804","476","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L03","3458764682843411948","F04","rect","804","712","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L04","3458764682843411949","F04","rect","804","948","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L05","3458764682843411950","F04","rect","804","1184","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L06","3458764682843411951","F04","rect","804","1420","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L07","3458764682843411952","F04","rect","804","1656","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L08","3458764682843411953","F04","rect","804","1892","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L09","3458764682843411954","F04","rect","804","2128","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L10","3458764682843411955","F04","rect","804","2364","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C2-L11","3458764682843411958","F04","rect","804","2600","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L01","3458764682843411959","F04","rect","1168","240","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L02","3458764682843411960","F04","rect","1168","476","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L03","3458764682843411961","F04","rect","1168","712","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L04","3458764682843411962","F04","rect","1168","948","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L05","3458764682843411963","F04","rect","1168","1184","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L06","3458764682843411964","F04","rect","1168","1420","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L07","3458764682843411968","F04","rect","1168","1656","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L08","3458764682843411969","F04","rect","1168","1892","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L09","3458764682843411970","F04","rect","1168","2128","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L10","3458764682843411971","F04","rect","1168","2364","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C3-L11","3458764682843411972","F04","rect","1168","2600","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L01","3458764682843411973","F04","rect","1532","240","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L02","3458764682843411974","F04","rect","1532","476","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L03","3458764682843411975","F04","rect","1532","712","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L04","3458764682843411976","F04","rect","1532","948","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L05","3458764682843411977","F04","rect","1532","1184","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L06","3458764682843411978","F04","rect","1532","1420","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L07","3458764682843411979","F04","rect","1532","1656","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L08","3458764682843411980","F04","rect","1532","1892","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L09","3458764682843411981","F04","rect","1532","2128","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L10","3458764682843411982","F04","rect","1532","2364","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C4-L11","3458764682843411983","F04","rect","1532","2600","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L01","3458764682843411984","F04","rect","1896","240","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L02","3458764682843411985","F04","rect","1896","476","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L03","3458764682843411986","F04","rect","1896","712","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L04","3458764682843411987","F04","rect","1896","948","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L05","3458764682843411988","F04","rect","1896","1184","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L06","3458764682843411989","F04","rect","1896","1420","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L07","3458764682843411990","F04","rect","1896","1656","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L08","3458764682843411991","F04","rect","1896","1892","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L09","3458764682843411992","F04","rect","1896","2128","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L10","3458764682843411993","F04","rect","1896","2364","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-S2-C5-L11","3458764682843411994","F04","rect","1896","2600","340","220","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F04-SEQ-1","3458764682843411997","F04","line","","","","","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F04-SEQ-2","3458764682843411998","F04","line","","","","","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F04-SEQ-3","3458764682843411999","F04","line","","","","","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F04-SEQ-4","3458764682843412000","F04","line","","","","","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F04-SKIP","3458764682843412001","F04","line","","","","","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F04-REWORK","3458764682843412002","F04","line","","","","","3458764682843351920","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09","3458764682843412020","F09","g","6746","1100","2316","2916","","READ_BACK_VERIFIED","2026-09-07","Absolute canvas origin"
"F09-INTRO","3458764682843412021","F09","textArea","80","60","2156","62","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L01-LABEL","3458764682843412022","F09","rect","80","240","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L02-LABEL","3458764682843412023","F09","rect","80","476","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L03-LABEL","3458764682843412024","F09","rect","80","712","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L04-LABEL","3458764682843412025","F09","rect","80","948","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L05-LABEL","3458764682843412026","F09","rect","80","1184","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L06-LABEL","3458764682843412027","F09","rect","80","1420","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L07-LABEL","3458764682843412028","F09","rect","80","1656","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L08-LABEL","3458764682843412029","F09","rect","80","1892","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L09-LABEL","3458764682843412030","F09","rect","80","2128","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L10-LABEL","3458764682843412031","F09","rect","80","2364","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-L11-LABEL","3458764682843412032","F09","rect","80","2600","320","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L01","3458764682843412033","F09","rect","440","240","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L02","3458764682843412034","F09","rect","440","476","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L03","3458764682843412035","F09","rect","440","712","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L04","3458764682843412036","F09","rect","440","948","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L05","3458764682843412037","F09","rect","440","1184","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L06","3458764682843412038","F09","rect","440","1420","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L07","3458764682843412039","F09","rect","440","1656","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L08","3458764682843412040","F09","rect","440","1892","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L09","3458764682843412041","F09","rect","440","2128","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L10","3458764682843412042","F09","rect","440","2364","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C1-L11","3458764682843412043","F09","rect","440","2600","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L01","3458764682843412044","F09","rect","804","240","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L02","3458764682843412045","F09","rect","804","476","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L03","3458764682843412046","F09","rect","804","712","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L04","3458764682843412047","F09","rect","804","948","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L05","3458764682843412048","F09","rect","804","1184","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L06","3458764682843412049","F09","rect","804","1420","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L07","3458764682843412050","F09","rect","804","1656","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L08","3458764682843412051","F09","rect","804","1892","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L09","3458764682843412052","F09","rect","804","2128","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L10","3458764682843412053","F09","rect","804","2364","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C2-L11","3458764682843412054","F09","rect","804","2600","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L01","3458764682843412055","F09","rect","1168","240","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L02","3458764682843412056","F09","rect","1168","476","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L03","3458764682843412057","F09","rect","1168","712","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L04","3458764682843412058","F09","rect","1168","948","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L05","3458764682843412059","F09","rect","1168","1184","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L06","3458764682843412060","F09","rect","1168","1420","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L07","3458764682843412065","F09","rect","1168","1656","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L08","3458764682843412066","F09","rect","1168","1892","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L09","3458764682843412067","F09","rect","1168","2128","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L10","3458764682843412068","F09","rect","1168","2364","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C3-L11","3458764682843412069","F09","rect","1168","2600","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L01","3458764682843412070","F09","rect","1532","240","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L02","3458764682843412071","F09","rect","1532","476","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L03","3458764682843412072","F09","rect","1532","712","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L04","3458764682843412073","F09","rect","1532","948","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
